C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_53_057.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_53_057.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_53_057.jpg, 0, 0, 0, 7.764592E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_53_158.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_53_158.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_53_158.jpg, 0, 0, 0, 7.808338E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_53_259.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_53_259.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_53_259.jpg, 0, 0, 0, 8.277999E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_53_359.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_53_359.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_53_359.jpg, 0, 0, 0, 8.099328E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_53_460.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_53_460.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_53_460.jpg, 0, 0, 0, 7.890168E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_53_563.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_53_563.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_53_563.jpg, 0, 0, 0, 7.938911E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_53_664.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_53_664.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_53_664.jpg, 0, 0, 0, 8.202298E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_53_767.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_53_767.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_53_767.jpg, 0, 0, 0, 7.796613E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_53_869.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_53_869.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_53_869.jpg, 0, 0, 0, 8.238339E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_53_971.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_53_971.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_53_971.jpg, 0, 0, 0, 7.909116E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_54_071.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_54_071.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_54_071.jpg, 0, 0, 0, 7.944929E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_54_174.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_54_174.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_54_174.jpg, 0, 0, 0, 8.405972E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_54_279.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_54_279.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_54_279.jpg, 0, 0, 0, 7.810644E-05
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_54_379.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_54_379.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_54_379.jpg, 0, 0.2590449, 0, 0.2220495
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_54_482.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_54_482.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_54_482.jpg, 0, 0.5568834, 0, 0.7790225
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_54_585.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_54_585.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_54_585.jpg, -0.3069177, 0.9165294, 0, 1.928982
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_54_688.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_54_688.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_54_688.jpg, 0, 1, 0, 3.118415
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_54_791.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_54_791.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_54_791.jpg, 0, 1, 0, 4.292574
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_54_895.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_54_895.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_54_895.jpg, 0, 1, 0, 5.455386
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_54_999.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_54_999.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_54_999.jpg, 0, 1, 0, 6.607037
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_55_101.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_55_101.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_55_101.jpg, -0.2610216, 1, 0, 7.730464
C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\center_2020_07_13_23_03_55_205.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\left_2020_07_13_23_03_55_205.jpg, C:\Users\polg\Downloads\simulator-windows-64\Data\IMG\right_2020_07_13_23_03_55_205.jpg, -0.3562287, 1, 0, 9.020279
